title,url,date
«МегаФон» ввёл в эксплуатацию новые ЦОД в Твери и Екатеринбурге,https://servernews.ru/1125757,
МегаФон расширяет линейку устройств под собственной торговой маркой Stellarway,https://yakutia-daily.ru/megafon-rasshiryaet-linejku-ustrojstv-pod-sobstvennoj-torgovoj-markoj-stellarway/,
«Мегафон» за год заработал почти полтриллиона рублей,https://telecomdaily.ru/news/2025/03/10/megafon-za-god-zarabotal-pochti-poltrilliona-rubley,
МегаФон прокачал связь ещё в 50 локациях Белгородской области,https://oskol.city/news/in-stary-oskol-and-region/98269/,
«МегаФон» озвучил планы по запуску новых центров обработки данных,https://telesputnik.ru/materials/companies/news/megafon-ozvucil-plany-po-zapusku-novyx-centrov-obrabotki-dannyx,
МегаФон запустил сервис для записи телефонных разговоров,https://gubkin.city/news/society/226487/,
Против мошенничества и спама: обзор голосового помощника Ева от МегаФона,https://vilianov.com/gadgets-mobile/protiv-moshennichestva-i-spama-obzor-golosovogo-pomoshnika-eva-ot-megafona/,
В Тюмени прошел рефарминг сети «МегаФона»,https://www.cnews.ru/news/line/2025-07-11_v_tyumeni_proshel_refarming,
«Мегафон»: 62% компаний в РФ планируют увеличение затрат на IT-безопасность,https://telecomdaily.ru/news/2025/06/30/megafon-62-kompaniy-v-rf-planiruyut-uvelichenie-zatrat-na-it-bezopasnost,
«МегаФон» вкладывается в цифровое развитие Новосибирской области,https://telecomdaily.ru/news/2025/06/19/megafon-vkladyvaetsya-v-cifrovoe-razvitie-novosibirskoy-oblasti,
Новый способ покупки гаджетов и аксессуаров внедрил МегаФон,https://top68.ru/news/society/2025-07-10/novyy-sposob-pokupki-gadzhetov-i-aksessuarov-vnedril-megafon-289067,
«МегаФон» предупредил своих клиентов о подозрительных звонках,https://www.banki.ru/news/lenta/?id=11012860,
СД «Мегафона» рекомендовал выплатить дивиденды за 2024 год,https://telesputnik.ru/materials/companies/news/sd-megafona-rekomendoval-vyplatit-dividendy-za-2024-god,
Причиной сбоя на сетях «Мегафона» стала атака «политически мотивированных хакеров»,https://www.forbes.ru/tekhnologii/529497-pricinoj-sboa-na-setah-megafona-stala-ataka-politiceski-motivirovannyh-hakerov,
«МегаФон» подтвердил соответствие частных сетей требованиям безопасности КИИ,https://www.cnews.ru/news/line/2025-07-11_megafon_podtverdil_sootvetstvie,
«МегаФон» усилил сеть LTE на Тмутараканской земле,https://www.cnews.ru/news/line/2025-07-10_megafon_usilil_set_lte,
Названа возможная причина продажи петербургского офиса «Мегафона»,https://telesputnik.ru/materials/companies/news/nazvana-vozmoznaya-pricina-prodazi-peterburgskogo-ofisa-megafona,
"«Мегафон» снова поднял цены и изменил условия тарифов, но не предупредил ФАС",https://3dnews.ru/1118203/megafon-snova-podnyal-tseni-i-izmenil-usloviya-tarifov-no-ne-predupredil-fas,
"Пользователи МТС, «Мегафона» и T2 сообщают о проблемах со связью и интернетом",https://www.ixbt.com/news/2025/07/04/polzovateli-mts-megafona-i-t2-soobshajut-o-problemah-so-svjazju-i-internetom.html,
"Совет директоров «Мегафона» рекомендовал дивиденды за 2024 год в 25,33 рубля",https://finance.mail.ru/2025-03-10/sovet-direktorov-megafona-rekomendoval-dividendy-za-2024-god-v-razmere-25-33-rublya-65206676/,
В салонах МегаФона появился ИИ-ассистент,https://www.computerra.ru/318899/v-salonah-megafona-poyavilsya-ii-assistent/,
«МегаФон» повысил качество мобильных услуг для 5 тыс. сельчан Томской области,https://www.cnews.ru/news/line/2025-07-09_megafon_povysil_kachestvo,
МегаФон прокачал сеть в Усть-Лабинском районе Кубани,https://kuban24.tv/item/megafon-prokachal-set-v-ust-labinskom-rajone-kubani,
МегаФон подключает свои салоны к биометрии,https://m.business-gazeta.ru/news/676664,
В четырех якутских селах впервые появилась сеть «МегаФона»,https://www.cnews.ru/news/line/2025-07-11_v_chetyreh_yakutskih_selah,
Стремительно вверх: «МегаФон» разогнал мобильный интернет в Чите,https://www.cnews.ru/news/line/2025-07-17_stremitelno_vverh_megafon,
«МегаФон» и Yota получили еще семь рекламных наград за проекты в соцсетях,https://www.sostav.ru/publication/megafon-i-yota-75935.html,
«МегаФон» предостерег россиян от перехода по ссылкам из СМС,https://www.banki.ru/news/lenta/?id=11014547,
«МегаФона» обновил сеть в Динском районе Краснодарского края,https://www.cnews.ru/news/line/2025-07-17_megafona_obnovil_set,
«МегаФон» ускорил интернет для жителей и гостей Иркутска,https://www.cnews.ru/news/line/2025-07-14_megafon_uskoril_internet,
«МегаФон» запустил умного помощника для Водоканала Северной Осетии,https://www.cnews.ru/news/line/2025-07-11_megafon_zapustil_umnogo,
"«МегаФон» масштабировал телеком-инфраструктуру в деревнях, селах и СНТ Нижегородской области",https://www.cnews.ru/news/line/2025-07-15_megafon_masshtabiroval,
МегаФон ускорил мобильный интернет для дачников и туристов,https://www.computerra.ru/313922/megafon-uskoril-mobilnyj-internet-dlya-dachnikov-i-turistov/,
«МегаФон» открыл новые дата-центры на Урале и в Центральной России,https://www.newkaliningrad.ru/news/business/24130784-megafon-otkryl-novye-data-tsentry-na-urale-i-v-tsentralnoy-rossii.html,
4G в Новосибирской глубинке: «МегаФон» цифровизировал более 50 малых сел,https://www.cnews.ru/news/line/2025-07-09_4g_v_novosibirskoj_glubinke,
«Переводим частоты в современный стандарт»: «МегаФон» улучшил связь для своих абонентов в...,https://newslab.ru/news/1363508,
Роман Куликов назначен директором по продажам Северо‑Западного региона МегаФон,https://spbit.ru/appointments/Roman-Kulikov-naznachen-direktorom-po-prodazham-Severo-Zapadnogo-regiona-MegaFon-308751,
«МегаФон» ускорил интернет на одной из главных деловых площадок страны,https://www.cnews.ru/news/line/2025-07-16_megafon_uskoril_internet,
МегаФон: количество фишинговых сайтов в преддверии гендерных праздников выросло почти вдвое,https://new-retail.ru/novosti/retail/megafon_kolichestvo_fishingovykh_saytov_v_preddverii_gendernykh_prazdnikov_vyroslo_pochti_vdvoe/,
"Прощай, МегаФон",https://helpix.ru/articles/202412/goodbye_megafon.html,
На следующей неделе «Мегафон» отменит роуминг в Крыму и Севастополе,https://stv92.ru/news/news-8487/,
3G уходит в прошлое: МегаФон переводит сети предыдущего поколения в LTE-стандарт,https://todaykhv.ru/news/economics-and-business/83930/,
МегаФон улучшил связь в Бодайбо,https://www.irk.ru/news/20250219/connection/,
4G в Виноградовке: «МегаФон» включил мобильную связь в небольшом селе,https://www.cnews.ru/news/line/2025-07-16_4g_v_vinogradovke_megafon,
Абонентам «Мегафон» повысили цены на связь на 20%,https://www.klerk.ru/buh/news/638338/,
"""МегаФон"" отменил роуминг в Крыму",https://www.comnews.ru/content/238039/2025-03-03/2025-w10/1008/megafon-otmenil-rouming-krymu,
В работе «Мегафона» произошел сбой 26 марта,https://rb.ru/news/megafon-not-working/,
"«МегаФон» и Instinct запустили кампанию, в которой показали, что интернет помнит все",https://adindex.ru/news/releases/2025/04/22/332981.phtml,
«МегаФон» впервые запустил 4G в селах Мураши и Победа,https://www.cnews.ru/news/line/2025-07-17_megafon_vpervye_zapustil,
МегаФон разогнал мобильный интернет в Бабаюртовском районе Дагестана,https://riadagestan.ru/news/company_news/megafon_razognal_mobilnyy_internet_v_babayurtovskom_rayone_dagestana/,
Мегафон подготовил сеть для экстремалов в Люблино,https://kgd.ru/news/biz/item/113413-megafon-podgotovil-set-dlya-jekstremalov-v-lyublino,
"Подборка тендеров: «Газпромбанк», Мосбиржа, «МегаФон» и другие",https://www.sostav.ru/publication/podborka-tenderov-gazprombank-mosbirzha-megafon-i-drugie-76694.html,
«МегаФон» ускорил мобильный интернет в Подмосковье,https://snob.ru/news/megafon-uskoril-mobilnyi-internet-v-podmoskove/,
"Жители Краснодарского края жалуются на работу МТС, «Билайн», «Мегафон» и Т2",https://kubnews.ru/obshchestvo/2025/06/25/zhiteli-krasnodarskogo-kraya-zhaluyutsya-na-rabotu-mts-bilayn-megafon-i-t2/,
"ВТБ ввел еще один самозапрет, «МегаФон» разослал предупреждение абонентам. Как россиян защищают от обмана",https://www.banki.ru/news/lenta/?id=11012961,
«Мегафон» и Yota отменили роуминг в Крыму и Севастополе,https://www.bfm.ru/news/568592,
«Мегафон» начал продавать сим-карты через МФЦ,https://telecomdaily.ru/news/2025/06/09/megafon-nachal-prodavat-sim-karty-cherez-mfc,
«МегаФон» запустил 4G в алтайских селах по программе «Скидка за спектр»,https://www.cnews.ru/news/line/2025-07-15_megafon_zapustil_4g_v_altajskih,
МегаФон ускорил мобильный интернет в пейзажном парке Монрепо,https://spbit.ru/news/MegaFon-uskoril-mobil-nyi-internet-v-peizazhnom-parke-Monrepo-311829,
ФАС проверит «Мегафон»: тарифы подорожали на 20% без предупреждения,https://www.ixbt.com/news/2025/02/13/fas-proverit-megafon-tarify-podorozhali-na-20-bez-preduprezhdenija.html,
"""МегаФон"" выбрал новое руководство сибирским направлением",https://ksonline.ru/571344/razvivat-megafon-v-sibiri-i-na-dalnem-vostoke-budet-novyj-top-menedzher/,
"Как Hurricane Electric подставил МегаФон, причем тут China Telecom и MSK-IX",https://habr.com/ru/articles/890062/,
МегаФон и Yota отменили роуминг в Крыму / Картина дня,http://www.stoletie.ru/lenta/megafon_i_yota_otmenili_rouming_v_krymu_429.htm,
В компании «МегаФон» в Челябинской и Курганской областях новый руководитель,https://bfm74.ru/biznes/v-kompanii-megafon-v-chelyabinskoy-i-kurganskoy-oblastyakh-novyy-rukovoditel/,
«МегаФон» запустил сервис для записи телефонных разговоров,https://www.ixbt.com/news/2025/06/24/megafon-zapustil-servis-dlja-zapisi-telefonnyh-razgovorov.html,
МегаФон представил собственную цифровую платформу для работы с поставщиками телеком оборудования,https://www.iphones.ru/iNotes/megafon-otkryl-portal-dlya-samoregistracii-postavshchikov,
МегаФон ускорил мобильный интернет в Горячем Ключе на Кубани,https://kubnews.ru/obshchestvo/2025/05/21/megafon-uskoril-mobilnyy-internet-v-goryachem-klyuche-na-kubani/,
Правительство региона и МегаФон продолжат цифровизацию Новгородской области,https://53news.ru/novosti/pravitelstvo-regiona-i-megafon-prodolzhat-czifrovuyu-transformacziyu-novgorodskoj-oblasti.html,
"Бабушка скажет спасибо. МегаФон запустил защиту близких от телефонных мошенников, вот как она работает",https://www.iphones.ru/iNotes/eva-new-feature-megafon-overview,
МегаФон разогнал интернет в нацпарке и турзонах Бурятии,https://arigus.tv/news/society/159974-megafon-razognal-internet-v-natsparke-i-turzonakh-buryatii/,
«Ведомости» узнали о жалобах абонентов «Мегафона» на повышение цен,https://expert.ru/news/megafon-povyshaet-tseny-na-mobilnuyu-svyaz-na-20/,
МегаФон: россияне стали чаще делиться минутами и гигабайтами с близкими,https://www.iphones.ru/iNotes/rossiyane-stali-chashche-delitsya-minutami-i-gigabaytami-s-blizkimi,
Директором МегаФона в Санкт-Петербурге и Ленинградской области назначен Денис Трофимчук,https://www.it-world.ru/it-news/ovp43ydnebk4wco0sosocggcgcs4k8c.html,
МегаФон улучшил скорость мобильного интернета в крупнейшем международном научном центре,https://www.zelenograd.ru/news/58361/,
«Аэрофлот» и «МегаФон» предупредили клиентов о новых схемах обмана,https://auto.mail.ru/article/104491-aeroflot-i-megafon-predupredili-klientov-o-novyih-shemah-obmana/,
"В России обсуждают запрет на перепрошивку мобильных. В «МегаФоне» объяснили, чего он коснется",https://www.banki.ru/news/lenta/?id=11015608&r1=rss&r2=news,
«МегаФон» пришел в поселки Черняховского района,https://www.newkaliningrad.ru/news/business/24129734-megafon-prishel-v-poselki-chernyakhovskogo-rayona.html,
МегаФон внедряет биометрические терминалы в салонах связи,https://telecomtimes.ru/2025/07/megafon-biometriya/,
Александр Кульба назначен директором МегаФона в Архангельской области,https://spbit.ru/appointments/Aleksandr-Kul-ba-naznachen-direktorom-MegaFona-v-Arkhangel-skoi-oblasti-308703,
Быстрее на треть: «МегаФон» ускорил интернет в Черняховске,https://www.newkaliningrad.ru/news/business/24124063-bystree-na-tret-megafon-uskoril-internet-v-chernyakhovske.html,
"""МегаФон"" обеспечил высокоскоростной мобильный интернет жителям села Толмачёво и посёлка «Пригородный простор",https://ksonline.ru/565645/megafon-obespechil-vysokoskorostnoj-mobilnyj-internet-zhitelyam-sela-tolmachyovo-i-posyolka-prigorodnyj-prostor/,
МегаФон ускорил мобильный интернет в подмосковном «Шишкином лесу»,https://ict-online.ru/news/MegaFon-uskoril-mobil-nyi-internet-v-podmoskovnom-Shishkinom-lesu-311462,
«МегаФон» усилил связь в популярных местах отдыха под Новосибирском,https://ksonline.ru/570287/megafon-usilil-svyaz-v-populyarnyh-mestah-otdyha-pod-novosibirskom/,
«МегаФон» поддержит российский футбол,https://vtomske.ru/news/210319-megafon-podderjit-rossiiskii-futbol,
«МегаФон Таджикистан» и Ivideon договорились о развитии систем видеонаблюдения и видеоаналитики в Таджикистане,https://ru-bezh.ru/press-releases/megafon-tadzhikistan-i-ivideon-dogovorilis-o-razvitii-sistem-vid,
Мегафон объяснил причины сбоя мобильного интернета в Красноярске. Когда его вернут?,https://sibnovosti.ru/news/444302/,
МегаФон поддержит российский футбол – Новости Анапы,https://anapa-ch.ru/megafon-podderzhit-rossijskij-futbol/,
Директором МегаФона в Санкт-Петербурге и Ленинградской области назначен Денис Трофимчук,https://spbdnevnik.ru/news/2025-05-16/direktorom-megafona-v-sanktpeterburge-i-leningradskoy-oblasti-naznachen-denis-trofimchuk,
В салонах связи МегаФона запустили сервисную услугу по чистке смартфонов и других гаджетов,https://m.business-gazeta.ru/news/666880,
Мегафон и Yota отменили роуминг в Крыму и Севастополе,https://www.vedomosti.ru/strana/southern/news/2025/02/28/1095136-krimu-i-sevastopole,
Абоненты МегаФона получили возможность отслеживать номера на госуслугах,https://www.gipernn.ru/zhurnal/tehnologii/novosti/abonenty-megafona-poluchili-vozmozhnost-otslezhivat-nomera-na-gosuslugah,
Как пользоваться сим-картой «Мегафона» в Крыму без роуминга по домашним тарифам,https://www.iguides.ru/main/other/kak_polzovatsya_sim_kartoy_megafona_v_krymu_bez_rouminga_po_domashnim_tarifam/,
В четырёх якутских сёлах впервые появилась сеть МегаФона,https://ysia.ru/v-chetyryoh-yakutskih-syolah-vpervye-poyavilas-set-megafona/,
В Криводановке Новосибирского района МегаФон расширил LTE,https://iskitim-gazeta.ru/v-krivodanovke-novosibirskogo-rajona-megafon-rasshiril-lte/,
МегаФон продолжает поддержку российского футбола,https://www.zelenograd.ru/reklama/megafon-prodoljaet-podderjku-rossiyskogo-futbola/,
МегаФон улучшил качество связи в Гаврилов-Ямском районе,https://ict-online.ru/news/MegaFon-uluchshil-kachestvo-svyazi-v-Gavrilov-Yamskom-raione-312002,
"Акционеры «МегаФона» утвердили дивиденды за 1 квартал в размере 6,46 рубля на акцию",https://www.finam.ru/publications/item/aktsionera-megafona-utverdili-dividendy-za-1-kvartal-v-razmere-646-rublya-na-aktsiyu-20250627-1107/,
"В салонах МегаФона появился ИИ-помощник для сотрудников, который повышает производительность и помогает в работе",https://www.iphones.ru/iNotes/v-salonah-megafona-poyavilsya-virtualnyy-pomoshchnik,
МегаФон разогнал интернет в самом густонаселенном городе Ленинградской области,https://spbdnevnik.ru/news/2025-06-27/megafon-razognal-internet-v-samom-gustonaselennom-gorode-leningradskoy-oblasti,
МегаФон запустил сервис для записи телефонных разговоров,https://www.fontanka.ru/2025/06/26/75640406/?erid=2SDnjeL7i5T,
"«Мегафон» выплатит 6,46 рубля дивидендов на акцию за I квартал 2025 года",https://www.vedomosti.ru/investments/news/2025/05/23/1112209-megafon-viplatit,
МегаФон открыл портал для саморегистрации поставщиков › Статьи › 47новостей из Ленинградской области,https://m.47news.ru/articles/269680/,
МегаФон планирует улучшить качество связи в Дагестане,https://www.riadagestan.ru/news/president/megafon_planiruet_uluchshit_kachestvo_svyazi_v_dagestane_i_polnostyu_obnovit_infrastrukturu/,
МегаФон улучшил мобильный интернет в 36 регионах России,https://www.zelenograd.ru/reklama/megafon-uluchshil-mobilnyy-internet-v-36-regionah-rossii/,
МегаФон повысил качество связи для дачников и жителей Иркутского района,https://www.irk.ru/news/20250620/internet/,
МегаФон ускорил мобильный интернет в пейзажном парке Монрепо,https://m.47news.ru/articles/271773/,
Абоненты МегаФона в Якутии увеличили трафик на 20 процентов,https://1sn.ru/abonenty-megafona-v-yakutii-uvelicili-trafik-na-20-procentov,
МегаФон ускорил интернет для жителей и гостей Иркутска,https://www.irk.ru/news/20250714/internet/,
ФАС проверит экономическую обоснованность повышения тарифов «Мегафоном»,https://rubtsovskmv.ru/ekonomika/fas-proverit-ekonomicheskuyu-obosnovannost-povysheniya-tarifov-megafonom/2025/02/14/,
«Мегафон» повышает на 20% цены на мобильную связь и меняет условия тарифов,https://www.vedomosti.ru/technology/articles/2025/02/13/1091841-megafon-povishaet-tseni-na-mobilnuyu-svyaz,
"Пользователи МТС, t2, YOTA и «МегаФона» из Краснодарского края пожаловались на проблемы со связью",https://kubnews.ru/obshchestvo/2025/06/19/polzovateli-mts-t2-yota-i-megafona-iz-krasnodarskogo-kraya-pozhalovalis-na-problemy-so-svyazyu/,
МегаФон обеспечит связью масштабный музыкальный фестиваль «Дикая Мята»,https://myslo.ru/news/company/2025-06-11-megafon-obespechit-svyaz-yu-masshtabnyj-muzykal-nyj-festival-dikaya-myata,
«МегаФон» увеличил скорость мобильного интернета в Москве на треть,https://www.zelenograd.ru/reklama/megafon-uvelichil-skorost-mobilnogo-interneta-v-moskve-na-tret/,
ФАС проверит обоснованность изменения тарифной политики «Мегафона»,https://www.bfm.ru/news/567670,
МегаФон разогнал интернет в крупной районной больнице Кубани,https://kubnews.ru/obshchestvo/2025/03/05/megafon-razognal-internet-v-krupnoy-rayonnoy-bolnitse-kubani/,
МегаФон расширил покрытие 4G на участках автотрассы «Амур»,https://www.gzt-sv.ru/articles/241936-megafon-rasshiril-pokrytie-4g-uchastkah,
"Пользователи МТС, «Мегафона» и Tele2 сообщают о проблемах со связью и интернетом",https://www.ixbt.com/news/2025/05/09/polzovateli-mts-megafona-i-tele2-soobshajut-o-problemah-so-svjazju.html,
Компания МегаФон инвестирует не менее трех миллиардов рублей в цифровую трансформацию Новосибирской области,https://www.moscowmap.ru/news/megafon-investiruet-v-cifrovuyu-transformaciyu-novosibirskoj-oblasti.html,
МегаФон проведет цифровую трансформацию Подмосковья,https://www.fontanka.ru/2025/06/19/75608747/?erid=2SDnjepG7bK,
ФАС проверит 20-процентное повышение тарифов у МегаФона,https://www.iphones.ru/iNotes/fas-proverit-20-procentnoe-povyshenie-tarifov-u-megafona,
4G в Новосибирской глубинке: МегаФон цифровизировал более 50 малых сёл,https://vn.ru/news-4g-v-novosibirskoy-glubinke-megafon-tsifroviziroval-bolee-50-malykh-syel/,
МегаФон обеспечил мобильной связью алмазные месторождения в Арктике,https://www.computerra.ru/312453/megafon-obespechil-mobilnoj-svyazyu-almaznye-mestorozhdeniya-v-arktike/,
"Жители Красноярска жалуются на неработавший интернет операторов T2, Yota и «Мегафон». Что случилось?",https://sibnovosti.ru/news/444301/,
МегаФон проведет цифровую трансформацию Подмосковья - Экономика - Новости Архангельска,https://www.news29.ru/m/ekonomika/MegaFon_provedet_cifrovuju_transformaciju_Podmoskovja_/108117,
Губернатор Подмосковья Андрей Воробьев подписал соглашение с компанией «МегаФон» о цифровизации ЖКХ,https://regions.ru/zhkh/gubernator-podmoskovya-andrey-vorobev-podpisal-soglashenie-s-kompaniey-megafon-o-tsifrovizatsii-zhkh,
На 16% увеличили интернет-трафик абоненты МегаФона в Иркутской области,https://www.t24.su/na-16-uvelichili-internet-trafik-abonenty-megafona-v-irkutskoy-oblasti/,
"ММК и ""МегаФон"" создадут цифровой угольный склад",https://www.uralinform.ru/news/economy/377420-mmk-i-megaphon-sozdadut-ciphrovoi-ugolnyi-sklad/,
МегаФон обеспечил связь еще в 18 населенных пунктах Тамбовской области,https://www.onlinetambov.ru/news/society/megafon-obespechil-svyaz-eshche-v-18-naselennykh-punktakh-tambovskoy-oblasti/,
«МегаФон» и Yota отменили роуминг в Крыму и Севастополе,https://www.ixbt.com/news/2025/02/28/megafon-i-yota-otmenili-rouming-v-krymu-i-sevastopole.html,
МегаФон ускорил мобильный интернет в усадьбе «Михайловское» в новой Москве,https://www.forbes.ru/novosti-kompaniy/532186-megafon-uskoril-mobil-nyj-internet-v-usad-be-mihajlovskoe-v-novoj-moskve,
В салонах МегаФона появился виртуальный помощник,https://citysakh.ru/news/120534,
МегаФон подвезёт связь на «Пикник Афиши»,https://ict-online.ru/news/MegaFon-podvezet-svyaz-na-Piknik-Afishi-311816,
МегаФон провел сети 4G в шести поселениях Азовского района,https://expertsouth.ru/press_release/MegaFonprovelseti4GvshestiposeleniyakhAzovskogorayona/,
МегаФон ускорил мобильный интернет на территории музеев Московского Кремля,https://www.moscowmap.ru/news/megafon-uskoril-mobilnyj-internet-na-territorii-muzeev-kremlya.html,
МегаФон проведет цифровую трансформацию в Подмосковье,https://m.business-gazeta.ru/news/675533,
МегаФон модернизировал базовую станцию в Черемхове,https://www.irk.ru/news/20250630/network/,
«МегаФон» проведет цифровую трансформацию Подмосковья,https://vtomske.ru/news/210354-megafon-provedet-cifrovuyu-transformaciyu-podmoskovya,
«Ведомости» — ведущее деловое издание России.,https://www.vedomosti.ru/press_releases/2025/06/25/megafon-uskoril-mobilnii-internet-na-territorii-muzeev-moskovskogo-kremlya,
"Как это было: часть 2, переезд из ЦОДа в ЦОД",https://habr.com/ru/articles/872290/,
"Южно-Сахалинск и МегаФон: развитие ""умного города"" и цифровой экономики",https://astv.ru/news/company/2025-07-10-yuzhno-sahalinsk-i-megafon-razvitie-umnogo-goroda-i-cifrovoj-ekonomiki,
МегаФон ускорил мобильный интернет для дачников и туристов,https://spbdnevnik.ru/news/2025-05-06/megafon-uskoril-mobilnyy-internet-dlya-dachnikov-i-turistov,
МегаФон укрепляет связь в Гороховце к празднованию Дня города,https://www.ict-online.ru/news/MegaFon-ukreplyayet-svyaz-v-Gorokhovtse-k-prazdnovaniyu-Dnya-goroda-312641,
"Массовый сбой у операторов связи в России: пользователи «Билайна», «Мегафона» и МТС жалуются на полное отсутствие сети",https://www.ixbt.com/news/2025/05/05/massovyj-sboj-u-operatorov-svjazi-v-rossii-polzovateli-bilajna-megafona-i-mts-zhalujutsja-na-polnoe-otsutstvie-seti-.html,
МегаФон соединил оптическим волокном крупнейшие города Коми,https://www.bnkomi.ru/data/news/185844/,
